"","age","gender","country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","info_date","info_time"
"150",23,"male","united states","nc","no","yes","no","sometimes","44372","no","yes","don't know","not sure","no","don't know","don't know","don't know","maybe","no","no","no","no","maybe","don't know","no",1970-01-01,"11:37:59"
"151",23,"female","india","na","no","yes","yes","sometimes","more than 1000","no","yes","don't know","not sure","no","don't know","don't know","don't know","yes","maybe","no","no","no","no","don't know","no",1970-01-01,"11:37:59"
"152",23,"male","canada","na","no","no","yes","sometimes","44372","no","yes","yes","no","no","no","don't know","somewhat easy","maybe","maybe","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:59"
"153",23,"male","united states","oh","no","no","yes","often","26-100","no","no","yes","yes","yes","no","yes","somewhat easy","no","no","some of them","yes","no","maybe","yes","no",1970-01-01,"11:37:59"
"154",23,"male","united states","ca","no","yes","yes","sometimes","44372","no","yes","no","yes","no","no","don't know","very easy","no","no","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:37:59"
"155",23,"male","united states","ky","no","yes","no","na","26-100","yes","yes","yes","yes","no","don't know","yes","don't know","maybe","no","no","some of them","no","no","don't know","no",1970-01-01,"11:37:59"
"156",23,"male","united states","il","no","no","no","never","100-500","no","no","don't know","no","don't know","don't know","don't know","don't know","maybe","no","some of them","some of them","maybe","maybe","don't know","no",1970-01-01,"11:37:59"
"157",23,"female","united kingdom","na","no","yes","no","never","more than 1000","no","no","no","no","no","yes","don't know","somewhat easy","yes","maybe","no","no","no","maybe","don't know","no",1970-01-01,"11:37:59"
"158",23,"male","united states","pa","no","yes","no","sometimes","26-100","no","yes","yes","not sure","yes","yes","yes","somewhat easy","no","no","no","no","no","maybe","don't know","no",1970-01-01,"11:38:00"
"159",23,"male","israel","na","no","no","no","na","100-500","no","yes","don't know","not sure","no","no","yes","very easy","maybe","no","some of them","yes","maybe","yes","don't know","no",1970-01-01,"11:38:00"
"160",23,"female","united states","il","no","yes","no","sometimes","26-100","no","no","no","no","no","no","don't know","somewhat difficult","yes","no","no","some of them","no","maybe","no","no",1970-01-01,"11:38:00"
"161",23,"male","germany","na","no","yes","yes","sometimes","44372","no","yes","don't know","not sure","no","no","don't know","somewhat easy","maybe","no","no","no","no","no","don't know","no",1970-01-01,"11:38:03"
"162",23,"male","israel","na","no","no","no","never","more than 1000","no","no","no","yes","yes","yes","yes","somewhat difficult","no","no","yes","yes","no","yes","yes","no",1970-01-01,"11:38:03"
"163",23,"male","united kingdom","na","no","no","yes","sometimes","44201","no","yes","no","no","no","no","don't know","very difficult","maybe","no","yes","yes","yes","yes","no","yes",1970-01-01,"11:38:15"
"164",24,"male","united kingdom","na","no","no","yes","sometimes","44372","no","yes","no","no","no","no","don't know","don't know","maybe","maybe","some of them","no","no","yes","no","yes",1970-01-01,"11:37:58"
"165",24,"male","united states","ny","no","yes","yes","sometimes","26-100","yes","yes","don't know","no","no","no","don't know","don't know","no","maybe","some of them","yes","yes","yes","no","no",1970-01-01,"11:37:58"
"166",24,"male","united states","mo","no","yes","no","rarely","26-100","no","yes","don't know","not sure","no","don't know","don't know","somewhat easy","maybe","maybe","some of them","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"167",24,"male","canada","na","no","no","yes","never","26-100","no","yes","don't know","no","no","no","don't know","don't know","no","no","some of them","yes","maybe","yes","don't know","no",1970-01-01,"11:37:58"
"168",24,"male","united kingdom","na","no","no","no","never","44372","no","yes","no","no","no","no","yes","don't know","maybe","maybe","no","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"169",24,"male","united kingdom","na","no","no","no","rarely","100-500","no","yes","don't know","not sure","yes","don't know","don't know","very easy","maybe","maybe","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:37:58"
"170",24,"male","united kingdom","na","no","no","no","sometimes","44372","no","yes","don't know","no","no","don't know","don't know","somewhat easy","maybe","no","some of them","yes","maybe","yes","yes","no",1970-01-01,"11:37:58"
"171",24,"male","united states","ks","no","no","no","never","26-100","no","yes","don't know","not sure","no","don't know","don't know","don't know","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"172",24,"male","united states","or","no","no","no","na","44201","no","yes","don't know","no","don't know","no","yes","very easy","no","no","yes","yes","maybe","yes","yes","no",1970-01-01,"11:37:58"
"173",24,"male","united states","pa","no","no","no","never","44372","no","yes","yes","not sure","no","don't know","don't know","very easy","maybe","no","some of them","no","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"174",24,"male","united states","va","no","no","no","sometimes","44372","no","yes","don't know","no","don't know","don't know","don't know","don't know","no","no","yes","yes","maybe","maybe","don't know","no",1970-01-01,"11:37:58"
"175",24,"male","united kingdom","na","no","no","no","na","44201","no","yes","no","no","no","no","don't know","don't know","yes","no","some of them","some of them","no","yes","no","no",1970-01-01,"11:37:58"
"176",24,"female","united states","ca","no","no","no","na","500-1000","no","yes","not sure","not sure","no","don't know","don't know","don't know","maybe","maybe","some of them","no","no","maybe","no","no",1970-01-01,"11:37:58"
"177",24,"female","united states","ca","no","yes","yes","sometimes","more than 1000","no","yes","yes","yes","no","yes","yes","don't know","maybe","no","some of them","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"178",24,"male","united states","wa","no","no","no","na","26-100","no","yes","yes","not sure","yes","yes","yes","very easy","no","no","some of them","some of them","no","maybe","yes","no",1970-01-01,"11:37:58"
"179",24,"male","united states","ma","no","no","no","na","more than 1000","no","yes","yes","yes","don't know","don't know","yes","don't know","yes","no","no","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"180",24,"female","united states","tx","no","yes","no","na","500-1000","no","no","no","no","no","no","no","very difficult","yes","maybe","no","no","no","maybe","no","yes",1970-01-01,"11:37:58"
"181",24,"male","united states","tx","no","yes","yes","sometimes","100-500","no","yes","no","yes","no","no","don't know","somewhat difficult","yes","n","some of them","some of them","no","maybe","no","yes",1970-01-01,"11:37:58"
"182",24,"female","united states","or","no","no","no","na","more than 1000","no","yes","yes","yes","yes","yes","yes","somewhat easy","no","n","some of them","some of them","yes","yes","yes","no",1970-01-01,"11:37:58"
"183",24,"female","united states","ny","no","yes","yes","rarely","44372","no","yes","no","no","no","no","don't know","very easy","yes","n","no","some of them","no","yes","yes","no",1970-01-01,"11:37:58"
"184",24,"male","united states","az","no","no","yes","rarely","26-100","no","yes","yes","yes","yes","no","don't know","don't know","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"185",24,"female","united states","ca","yes","yes","yes","sometimes","44201","yes","yes","no","no","don't know","don't know","don't know","don't know","no","no","some of them","some of them","no","no","don't know","yes",1970-01-01,"11:37:58"
"186",24,"male","austria","na","yes","no","no","sometimes","44201","no","yes","yes","yes","don't know","don't know","yes","somewhat easy","no","no","some of them","some of them","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"187",24,"male","united states","ca","no","no","no","na","more than 1000","no","yes","not sure","not sure","don't know","don't know","don't know","don't know","maybe","maybe","some of them","some of them","no","no","yes","no",1970-01-01,"11:37:58"
"188",24,"female","united states","na","no","yes","yes","sometimes","100-500","no","yes","yes","not sure","no","no","don't know","somewhat difficult","yes","maybe","no","no","no","no","no","yes",1970-01-01,"11:37:58"
"189",24,"male","united states","ky","no","no","no","never","26-100","no","no","don't know","not sure","no","no","don't know","don't know","maybe","yes","some of them","no","no","maybe","no","no",1970-01-01,"11:37:58"
"190",24,"male","germany","na","no","yes","no","sometimes","100-500","no","yes","don't know","no","no","no","don't know","somewhat easy","no","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:37:59"
"191",24,"female","united kingdom","na","no","no","yes","sometimes","100-500","no","yes","no","no","no","no","don't know","don't know","maybe","no","no","some of them","no","maybe","don't know","no",1970-01-01,"11:37:59"
"192",24,"male","ireland","na","no","no","no","na","more than 1000","no","yes","don't know","not sure","don't know","don't know","don't know","don't know","no","no","no","no","no","no","don't know","no",1970-01-01,"11:37:59"
"193",24,"male","france","na","no","no","no","na","26-100","no","yes","no","no","yes","no","don't know","don't know","maybe","no","yes","some of them","no","no","don't know","no",1970-01-01,"11:37:59"
"194",24,"female","united states","new york","no","yes","yes","often","44372","no","yes","yes","yes","no","no","yes","very easy","no","no","some of them","yes","no","yes","no","yes",1970-01-01,"11:37:59"
"195",24,"male","united states","tn","no","no","no","na","44372","no","yes","don't know","not sure","don't know","no","yes","somewhat easy","no","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:37:59"
"196",24,"male","united states","tx","no","no","no","sometimes","26-100","yes","yes","don't know","no","no","don't know","don't know","somewhat easy","no","no","some of them","yes","no","maybe","no","no",1970-01-01,"11:37:59"
"197",24,"male","united kingdom","na","yes","no","no","na","44201","yes","yes","no","yes","no","no","yes","very easy","no","no","no","no","no","maybe","yes","no",1970-01-01,"11:37:59"
"198",24,"female","united kingdom","na","no","yes","yes","often","44372","yes","yes","no","no","no","no","don't know","very easy","no","no","yes","yes","no","no","don't know","no",1970-01-01,"11:37:59"
"199",24,"male","united kingdom","na","no","yes","yes","often","26-100","no","no","don't know","yes","no","no","no","somewhat easy","yes","maybe","some of them","yes","no","maybe","no","yes",1970-01-01,"11:38:00"
"200",24,"male","united kingdom","na","yes","yes","no","often","44201","yes","yes","don't know","not sure","no","no","don't know","don't know","maybe","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:38:00"
"201",24,"female","united states","tn","no","yes","no","sometimes","more than 1000","no","no","yes","yes","no","don't know","don't know","somewhat difficult","yes","maybe","some of them","some of them","no","no","no","yes",1970-01-01,"11:38:00"
"202",24,"male","germany","na","no","yes","yes","sometimes","44372","no","yes","no","no","no","no","don't know","somewhat easy","maybe","no","yes","yes","no","no","don't know","no",1970-01-01,"11:38:00"
"203",24,"male","united states","wi","no","yes","yes","rarely","44372","yes","yes","don't know","no","no","no","don't know","very easy","no","no","yes","yes","maybe","yes","yes","no",1970-01-01,"11:38:00"
"204",24,"male","canada","na","no","no","no","sometimes","26-100","no","yes","yes","yes","no","no","yes","don't know","maybe","no","no","no","no","maybe","don't know","yes",1970-01-01,"11:38:01"
"205",25,"male","united states","wa","no","no","no","na","more than 1000","yes","yes","yes","yes","yes","yes","don't know","don't know","no","no","yes","yes","maybe","yes","yes","no",1970-01-01,"11:37:58"
